site,name,label,lat,lon,class,area_ha
1451,Dead Horse Bay Wetland #4,1451:Dead Horse Bay Wetland #4,44.60057778,-88.01750929,lacustrine,26.75488843
1452,Dead Horse Bay Wetland #5,1452:Dead Horse Bay Wetland #5,44.6080655,-88.0161467,lacustrine,1.275164455
1453,Dead Horse Bay Wetland #6,1453:Dead Horse Bay Wetland #6,44.60790076,-88.01849058,barrier,3.300889703
1454,Dead Horse Bay Wetland #7,1454:Dead Horse Bay Wetland #7,44.60954993,-88.01839929,barrier,4.317871069
1455,Dead Horse Bay Wetland #8,1455:Dead Horse Bay Wetland #8,44.61473213,-88.01981708,barrier,3.346329426
1456,Long Tail Point Wetland #1,1456:Long Tail Point Wetland #1,44.60742765,-87.99576387,lacustrine,49.54823906
1457,Long Tail Point Wetland #2,1457:Long Tail Point Wetland #2,44.59323356,-87.98379836,lacustrine,23.31453989
1458,Dead Horse Bay Wetland #9,1458:Dead Horse Bay Wetland #9,44.62665974,-88.01308286,lacustrine,52.05179149
1459,Little Tail Point Wetland #1,1459:Little Tail Point Wetland #1,44.67079803,-88.00356532,lacustrine,121.8105172
1460,Little Tail Point Wetland #2,1460:Little Tail Point Wetland #2,44.67074715,-87.98770075,lacustrine,60.10865564
1461,Mud Creek Wetland,1461:Mud Creek Wetland,44.72527071,-87.9835229,lacustrine,126.9778703
1462,Little Suamico Township Wetland,1462:Little Suamico Township Wetland,44.7109314,-87.98868148,barrier,11.66509683
1463,Kirchner Creek Area Wetland,1463:Kirchner Creek Area Wetland,44.7422151,-87.96764156,lacustrine,4.747497083
1464,Charles Pond Wetland,1464:Charles Pond Wetland,44.76425877,-87.93927363,lacustrine,77.20483197
1465,Pensaukee River Wetland,1465:Pensaukee River Wetland,44.81593397,-87.90964308,lacustrine,178.619838
1466,Pensaukee River Area Wetland #1,1466:Pensaukee River Area Wetland #1,44.83900868,-87.88019992,barrier,18.1715345
1467,Pensaukee River Area Wetland #2,1467:Pensaukee River Area Wetland #2,44.84263038,-87.87055323,lacustrine,27.1918942
1468,Oconto Marsh,1468:Oconto Marsh,44.90498887,-87.84522414,riverine,1263.410511
1469,Peshtigo River Wetland #1,1469:Peshtigo River Wetland #1,44.99474673,-87.67220583,riverine,530.1556539
1473,Cedarville Township Wetland #1,1473:Cedarville Township Wetland #1,45.38452082,-87.37594462,barrier,2.54319464
1474,Cedar River Wetland,1474:Cedar River Wetland,45.40218222,-87.37103468,barrier,210.1035848
1475,Cedar River Wetland #1,1475:Cedar River Wetland #1,45.40867811,-87.35231291,lacustrine,15.10728015
1476,Cedar River Wetland #2,1476:Cedar River Wetland #2,45.42696576,-87.34225518,barrier,162.2240431
1477,Deer Creek Wetland,1477:Deer Creek Wetland,45.45814161,-87.32570759,barrier,30.78990602
1478,Fox Park Wetland,1478:Fox Park Wetland,45.47309097,-87.30838159,barrier,19.70005245
1479,Cedarville Township Wetland #2,1479:Cedarville Township Wetland #2,45.49714693,-87.29442413,barrier,2.334188797
1480,Bark River Wetland,1480:Bark River Wetland,45.57239167,-87.24966933,barrier,8.760333289
1481,Henderson Lakes Wetland,1481:Henderson Lakes Wetland,45.60845941,-87.22310159,barrier,29.39277415
1482,North Lake Area Wetland,1482:North Lake Area Wetland,45.6493478,-87.17835542,lacustrine,9.28769054
1483,Ford River Township Wetland,1483:Ford River Township Wetland,45.68039021,-87.15269417,barrier,73.50964209
1484,Ford River Delta Wetland,1484:Ford River Delta Wetland,45.6750774,-87.14349572,riverine,41.64068808
1486,Portage Marsh,1486:Portage Marsh,45.70619467,-87.09940693,lacustrine,582.9407573
1487,Escanaba City Wetland,1487:Escanaba City Wetland,45.7285369,-87.06359781,lacustrine,10.12035069
1488,Days River Wetlands,1488:Days River Wetlands,45.89824455,-86.99027856,riverine,52.30956924
1489,Escanaba River Wetland,1489:Escanaba River Wetland,45.78636704,-87.06620061,riverine,58.06663648
1490,Saunders Point Wetland,1490:Saunders Point Wetland,45.84646622,-87.00293289,barrier,2.783885136
1492,Squaw Point Wetland,1492:Squaw Point Wetland,45.81538709,-86.98350218,barrier,442.9378866
1493,Masonville Wetland,1493:Masonville Wetland,45.91613848,-86.9764085,riverine,59.64286133
1494,Rapid River Wetland,1494:Rapid River Wetland,45.91776954,-86.95901412,riverine,134.6412011
1497,Whitefish River Wetland #3,1497:Whitefish River Wetland #3,45.91603126,-86.94472274,riverine,24.52683632
1499,Deepwater Point Wetland #2,1499:Deepwater Point Wetland #2,45.70534042,-86.97598723,barrier,146.5474776
1500,Peninsula Point Wetland,1500:Peninsula Point Wetland,45.68903726,-86.95683696,barrier,30.68908293
1501,Wilsey Bay Wetland,1501:Wilsey Bay Wetland,45.70086175,-86.94584358,barrier,14.40409663
1502,Wedens Bay Wetland,1502:Wedens Bay Wetland,45.70218278,-86.91522153,barrier,42.81028796
1503,Chippewa Point Wetland,1503:Chippewa Point Wetland,45.72312167,-86.84974553,barrier,58.74096067
1504,Granskog Creek Wetland,1504:Granskog Creek Wetland,45.73581883,-86.84357527,lacustrine,57.36050694
1505,Granskog Creek Wetland #1,1505:Granskog Creek Wetland #1,45.74156364,-86.84818192,barrier,57.35225307
1506,Sand Bay Wetland #2,1506:Sand Bay Wetland #2,45.76436274,-86.83463937,barrier,10.45036064
1507,Sand Bay Wetland #1,1507:Sand Bay Wetland #1,45.75532946,-86.83124423,barrier,2.844135479
1508,Martin Bay Wetland #1,1508:Martin Bay Wetland #1,45.77797014,-86.81385189,barrier,6.737812025
1509,Martin Creek Wetland,1509:Martin Creek Wetland,45.79162633,-86.81904724,barrier,37.9651001
1510,St. Vital Point Wetland,1510:St. Vital Point Wetland,45.8019822,-86.78620991,barrier,6.814446258
1512,Ogontz Bay Wetland #1,1512:Ogontz Bay Wetland #1,45.82529143,-86.78519587,barrier,153.3767093
1513,Ogontz Bay Wetland #2,1513:Ogontz Bay Wetland #2,45.87004413,-86.77985363,barrier,832.4196671
1514,Ogontz Bay Wetland #3,1514:Ogontz Bay Wetland #3,45.86590771,-86.76463839,lacustrine,12.4773291
1515,Sturgeon River Wetland,1515:Sturgeon River Wetland,45.87036953,-86.6874667,riverine,3158.550452
1516,Upper Big Bay De Noc Wetland,1516:Upper Big Bay De Noc Wetland,45.90039926,-86.56839766,riverine,53.11400692
1517,Upper Big Bay De Noc Wetland #1,1517:Upper Big Bay De Noc Wetland #1,45.90711287,-86.55088464,barrier,2972.402577
1518,Jacks Bluff Wetland,1518:Jacks Bluff Wetland,45.84414769,-86.53261174,barrier,69.46942324
1519,Garden Bay Wetland,1519:Garden Bay Wetland,45.77213826,-86.55867883,riverine,35.49185199
1522,South River Bay Wetland,1522:South River Bay Wetland,45.74541476,-86.625916,lacustrine,13.71405217
1523,Sucker Lake Wetland,1523:Sucker Lake Wetland,45.66992945,-86.59700826,barrier,83.9929524
1524,Portage Bay Wetland #1,1524:Portage Bay Wetland #1,45.72713165,-86.53887141,barrier,52.10892402
1525,Portage Bay Wetland #2,1525:Portage Bay Wetland #2,45.75136606,-86.52551027,barrier,372.6952785
1526,Halfmoon Lake Wetland,1526:Halfmoon Lake Wetland,45.75578404,-86.49963787,barrier,23.50195271
1527,Delta County Border Wetland,1527:Delta County Border Wetland,45.75473833,-86.48166556,lacustrine,4.491570109
1528,Delta County Border Wetland #1,1528:Delta County Border Wetland #1,45.75716347,-86.48525147,barrier,4.980739306
1529,Delta County Border Wetland #2,1529:Delta County Border Wetland #2,45.76375111,-86.48282988,barrier,42.93068299
1530,Point O'Keefe Wetland,1530:Point O'Keefe Wetland,45.76213502,-86.44870968,lacustrine,6.799747625
1532,Cole Point Wetland,1532:Cole Point Wetland,45.7911389,-86.39515549,barrier,2.167122227
1533,Little Harbor Wetland,1533:Little Harbor Wetland,45.79319045,-86.37901686,barrier,22.0479314
1534,Pillows Point Wetland,1534:Pillows Point Wetland,45.79476099,-86.36460602,barrier,32.54063489
1535,Stony Point Area Wetland,1535:Stony Point Area Wetland,45.94313953,-86.30340334,barrier,2200.333559
1536,Manistique City Wetland,1536:Manistique City Wetland,45.9700606,-86.24779977,riverine,4.92807842
1537,Manistique Township Wetland #1,1537:Manistique Township Wetland #1,45.96182667,-86.22548618,barrier,13.771105
1538,Manistique Township Wetland #2,1538:Manistique Township Wetland #2,45.96123079,-86.1899746,barrier,2.874655483
1539,Manistique Township Wetland #3,1539:Manistique Township Wetland #3,45.95445337,-86.15579712,barrier,0.757472503
1540,Manistique Township Wetland #4,1540:Manistique Township Wetland #4,45.95673995,-86.14937869,barrier,3.930705508
1541,Manistique Township Wetland #5,1541:Manistique Township Wetland #5,45.95806271,-86.14541723,barrier,2.316663916
1542,Dutch Johns Point Wetland,1542:Dutch Johns Point Wetland,45.95741363,-86.13865544,lacustrine,4.833471834
1543,Dry Creek MarbleHead Creek Gulliver and Clear Lake Wetlands,1543:Dry Creek MarbleHead Creek Gulliver and Clear Lake Wetlands,45.9674925,-86.04419987,barrier,1672.332215
1544,"Seul Choix Bay Wetlands # 1, #2","1544:Seul Choix Bay Wetlands # 1, #2",45.9506435,-85.9321065,barrier,551.151473
1545,Port Inland Wetland,1545:Port Inland Wetland,45.97457179,-85.85654895,barrier,57.29087529
1546,Hughes Point Area Wetland,1546:Hughes Point Area Wetland,45.97326607,-85.82987576,lacustrine,16.45910716
1547,Seiners Point Wetland #1,1547:Seiners Point Wetland #1,45.97632597,-85.8284699,barrier,0.49248213
1548,Seiners Point Wetland #2,1548:Seiners Point Wetland #2,45.97682905,-85.82400937,lacustrine,0.939918107
1549,Swan Creek Area Wetland #1,1549:Swan Creek Area Wetland #1,45.98141662,-85.80291434,barrier,0.995245951
1551,Peterson Creek Area Wetland #1,1551:Peterson Creek Area Wetland #1,45.97163528,-85.76396827,barrier,12.28474256
1552,Peterson Creek Area Wetland #2,1552:Peterson Creek Area Wetland #2,45.9717981,-85.74705649,barrier,7.581080944
1553,Birch Point Wetland #1,1553:Birch Point Wetland #1,45.96750642,-85.73956989,barrier,5.363639271
1554,Birch Point Wetland #2,1554:Birch Point Wetland #2,45.96721351,-85.73279139,barrier,6.468929925
1555,Scott Point Wetland,1555:Scott Point Wetland,45.96152133,-85.68925083,lacustrine,2.263217072
1556,Point Patterson Wetland,1556:Point Patterson Wetland,45.98373828,-85.66226197,barrier,772.0333496
1557,Fox Point Area Wetland,1557:Fox Point Area Wetland,46.01625993,-85.61381159,barrier,2.084772857
1558,McNeil Creek Wetland,1558:McNeil Creek Wetland,46.04335344,-85.60035203,barrier,357.1131285
1559,Garfield Township Wetland #1,1559:Garfield Township Wetland #1,46.06916104,-85.5634948,barrier,121.417028
1561,Lower Millecoquins River Area Wetland,1561:Lower Millecoquins River Area Wetland,46.10300289,-85.48043754,barrier,67.35378827
1562,Millecoquins Point Area Wetland,1562:Millecoquins Point Area Wetland,46.09222013,-85.45814344,barrier,38.61719385
1563,Millecoquins Point Wetland,1563:Millecoquins Point Wetland,46.08765636,-85.44880474,lacustrine,17.81977504
1564,Naubinway Wetland #1,1564:Naubinway Wetland #1,46.09797226,-85.44187327,barrier,2.032940087
1565,Naubinway Wetland #2,1565:Naubinway Wetland #2,46.10310978,-85.43642008,barrier,1.32399533
1566,West Mile Creek Wetland,1566:West Mile Creek Wetland,46.10515661,-85.43074753,barrier,16.18526648
1567,Mattix Creek Wetland,1567:Mattix Creek Wetland,46.10142877,-85.39260153,barrier,516.2475347
1568,Biddle Point Wetland #1,1568:Biddle Point Wetland #1,46.07990947,-85.37447642,lacustrine,10.63707751
1569,Biddle Point Wetland #2,1569:Biddle Point Wetland #2,46.0880467,-85.3678464,barrier,0.323872202
1570,Biddle Point Wetland #3,1570:Biddle Point Wetland #3,46.09180824,-85.3596411,barrier,2.236610183
1572,Black River Bay Wetland #1,1572:Black River Bay Wetland #1,46.09403741,-85.35316584,barrier,0.488696081
1574,Black River Bay Wetland #3,1574:Black River Bay Wetland #3,46.0940737,-85.33688338,barrier,1.180909938
1576,Hog Island Campground Wetland,1576:Hog Island Campground Wetland,46.08366962,-85.30949666,barrier,0.724184394
1577,Hog Island Point Wetland #1,1577:Hog Island Point Wetland #1,46.07681535,-85.29516222,lacustrine,0.779650694
1578,Hog Island Point Wetland #2,1578:Hog Island Point Wetland #2,46.0738657,-85.28822629,lacustrine,13.24138619
1579,Davenport Creek Area Wetland #1,1579:Davenport Creek Area Wetland #1,46.0704073,-85.2768351,barrier,2.44047657
1580,Davenport Creek Area Wetland #2,1580:Davenport Creek Area Wetland #2,46.06905802,-85.27076909,barrier,0.831925601
1581,Paquin Creek Wetland,1581:Paquin Creek Wetland,46.06815683,-85.23749442,riverine,352.165015
1582,Paquin Creek Wetland #1,1582:Paquin Creek Wetland #1,46.05960264,-85.22173835,lacustrine,18.49615921
1583,West Harbor Wetland,1583:West Harbor Wetland,46.05782933,-85.20908199,lacustrine,13.53639385
1584,Kenyon Bay Wetland,1584:Kenyon Bay Wetland,46.05368739,-85.19824739,lacustrine,8.019692928
1585,Point Epoufette Wetland,1585:Point Epoufette Wetland,46.04954596,-85.19525264,lacustrine,15.51679198
1586,Epoufette Bay Wetland #1,1586:Epoufette Bay Wetland #1,46.05708699,-85.18591359,lacustrine,27.07714903
1588,Brevort Area Wetland,1588:Brevort Area Wetland,46.01815498,-85.0325223,barrier,1.754513229
1589,Pointe Aux Chenes Bay Wetland #1,1589:Pointe Aux Chenes Bay Wetland #1,45.92856246,-84.89244674,barrier,2.235274052
1590,Pointe Aux Chenes Bay Wetland #2,1590:Pointe Aux Chenes Bay Wetland #2,45.92158299,-84.88063416,barrier,36.31542992
1591,Pointe Aux Chenes Bay Wetland #3,1591:Pointe Aux Chenes Bay Wetland #3,45.91432581,-84.87684286,barrier,0.640603666
1592,Pointe Aux Chenes Marshes,1592:Pointe Aux Chenes Marshes,45.92140283,-84.8537476,barrier,1418.115464
1594,Gros Cap Road Wetland #2,1594:Gros Cap Road Wetland #2,45.89111968,-84.8363064,barrier,2.263369623
1595,Gros Cap Road Wetland #3,1595:Gros Cap Road Wetland #3,45.88460299,-84.83798523,barrier,1.233405248
1596,Gros Cap Road Wetland #4,1596:Gros Cap Road Wetland #4,45.88241363,-84.8376771,barrier,0.508358954
1597,Gros Cap Road Wetland #5,1597:Gros Cap Road Wetland #5,45.88045535,-84.83703268,barrier,0.875901267
1598,Point St. Ignace Wetland,1598:Point St. Ignace Wetland,45.84598682,-84.74359824,lacustrine,22.09661695
1599,St. Helena Island Wetland,1599:St. Helena Island Wetland,45.85470933,-84.86655365,barrier,0.623164145
1600,Cecil Bay Area Wetland,1600:Cecil Bay Area Wetland,45.74506173,-84.84510864,barrier,4.30138867
1601,Sturgeon Bay Wetland,1601:Sturgeon Bay Wetland,45.75306521,-84.97767584,lacustrine,93.29427874
1603,Waugoshance Point Wetland #3,1603:Waugoshance Point Wetland #3,45.75969771,-85.00520635,barrier,6.456626756
1604,Temperance Island Wetland,1604:Temperance Island Wetland,45.76295805,-85.03584137,lacustrine,5.673863327
1605,Temperance Island Wetland #1,1605:Temperance Island Wetland #1,45.76315094,-85.02599431,lacustrine,20.7677771
1606,Waugoshance Island Wetland #5,1606:Waugoshance Island Wetland #5,45.76417775,-85.05636998,barrier,0.824510336
1607,Waugoshance Island Wetland #4,1607:Waugoshance Island Wetland #4,45.76242915,-85.05821238,barrier,0.273767275
1608,Waugoshance Island Wetland #3,1608:Waugoshance Island Wetland #3,45.76195727,-85.05964832,barrier,0.339949414
1609,Waugoshance Island Wetland #2,1609:Waugoshance Island Wetland #2,45.76177901,-85.06229403,barrier,0.348658641
1610,Waugoshance Island Wetland #1,1610:Waugoshance Island Wetland #1,45.76197105,-85.06534158,barrier,0.778922164
1611,Sturgeon Bay Road Area Wetland,1611:Sturgeon Bay Road Area Wetland,45.74616521,-84.96263201,barrier,1.372985621
1612,Sturgeon Bay Road Wetland,1612:Sturgeon Bay Road Wetland,45.74021473,-84.95283075,barrier,16.51644474
1613,West Traverse Township Wetland #1,1613:West Traverse Township Wetland #1,45.4493647,-85.05438491,barrier,8.809498379
1614,Ramona Park Area Wetland,1614:Ramona Park Area Wetland,45.42580993,-84.93231811,barrier,125.9202333
1615,Little Traverse Bay Area Wetland,1615:Little Traverse Bay Area Wetland,45.3698262,-85.01135476,barrier,2.044314936
1616,Ninemile Point Wetland,1616:Ninemile Point Wetland,45.37148499,-85.13844839,barrier,2.318233153
1618,Fisherman Island,1618:Fisherman Island,45.28634526,-85.36072775,lacustrine,0.48201304
1619,Whiskey Creek Area Wetland,1619:Whiskey Creek Area Wetland,45.2282915,-85.38589633,barrier,5.120566486
1620,Township Park Area Wetland,1620:Township Park Area Wetland,45.19591962,-85.3821272,barrier,188.0951889
1622,Eastport Area Wetland,1622:Eastport Area Wetland,45.10148534,-85.36218,barrier,9.035738791
1623,Bay Colony Road Area Wetland,1623:Bay Colony Road Area Wetland,45.05534512,-85.37378429,barrier,15.85024449
1624,Nichols Road Area Wetland,1624:Nichols Road Area Wetland,45.04678351,-85.37622063,barrier,30.91546805
1626,Petobego Pond Wetland,1626:Petobego Pond Wetland,44.85440312,-85.44451829,lacustrine,87.23890668
1628,Sutton Park Area Wetland,1628:Sutton Park Area Wetland,44.96698829,-85.64714623,barrier,30.59480653
1629,Sutton Park Area Wetland #1,1629:Sutton Park Area Wetland #1,44.97512108,-85.6481868,lacustrine,1.689540654
1630,Sutton Bay Area Wetland,1630:Sutton Bay Area Wetland,45.00817353,-85.61826063,barrier,2.66013171
1636,Lighthouse Point Wetland,1636:Lighthouse Point Wetland,45.21007095,-85.54229873,barrier,2.421159207
1637,Lighthouse Point Area Wetland,1637:Lighthouse Point Area Wetland,45.20172619,-85.55633202,barrier,18.52597324
1638,Platte River Wetland,1638:Platte River Wetland,44.72702161,-86.15261358,riverine,21.12782228
1639,Betsie Lake Wetland,1639:Betsie Lake Wetland,44.6273471,-86.22302288,barrier,6.44778482
1640,North Point Wetland,1640:North Point Wetland,44.37260695,-86.24172151,lacustrine,111.4843229
1641,Eagle Point Wetland,1641:Eagle Point Wetland,44.35191646,-86.22649352,barrier,55.38118321
1642,Magoon Creek Wetland,1642:Magoon Creek Wetland,44.19335249,-86.36847868,riverine,11.27183886
1643,Garney Creek Wetland,1643:Garney Creek Wetland,44.15788171,-86.38249997,riverine,72.82073157
1644,Middle Bayou Area Wetland,1644:Middle Bayou Area Wetland,44.03238416,-86.45599097,riverine,2.427435743
1645,The Narrows Area Wetland,1645:The Narrows Area Wetland,44.067467,-86.44935387,riverine,1.074806382
1646,Indian Pete Bayou Wetland,1646:Indian Pete Bayou Wetland,44.06624636,-86.430554,riverine,3.446378594
1647,Dennis Creek Wetland,1647:Dennis Creek Wetland,44.06744435,-86.37788105,riverine,5.06751881
1648,Snug Harbor Wetland,1648:Snug Harbor Wetland,43.24949867,-86.32670568,barrier,3.720861454
1649,North Muskegon Wetland,1649:North Muskegon Wetland,43.2476442,-86.27727196,riverine,1.374087271
1650,Halfway Creek Wetland,1650:Halfway Creek Wetland,42.71729367,-86.20016033,riverine,13.11932334
1651,Kalamazoo River Wetland,1651:Kalamazoo River Wetland,42.63967399,-86.14604099,riverine,942.3400142
1652,Douglas Bayou Wetland,1652:Douglas Bayou Wetland,42.64005644,-86.19930959,riverine,13.22345633
1653,Douglas Bayou Area Wetland,1653:Douglas Bayou Area Wetland,42.64825925,-86.19594846,riverine,6.391895981
1654,Kalamazoo Lake Wetland,1654:Kalamazoo Lake Wetland,42.64907432,-86.21050086,riverine,0.918290722
1655,Goshorn Creek Wetland,1655:Goshorn Creek Wetland,42.66367082,-86.19550754,riverine,8.343285677
1656,Singapore Area Wetland,1656:Singapore Area Wetland,42.6738622,-86.20242908,lacustrine,10.84146288
1657,Old Saugatuck Lighthouse Area Wetland,1657:Old Saugatuck Lighthouse Area Wetland,42.67096759,-86.20737482,barrier,1.683970503
1658,Black River Wetland #1,1658:Black River Wetland #1,42.41339148,-86.26465574,riverine,3.942944223
1659,Linden Hills Area Wetland,1659:Linden Hills Area Wetland,42.31425367,-86.31226313,riverine,11.78195141
1660,Rogers Creek Wetland,1660:Rogers Creek Wetland,42.25459085,-86.34968333,riverine,4.915388824
1661,Wilmette Harbor Wetland,1661:Wilmette Harbor Wetland,42.07662785,-87.68223291,riverine,0.186067025
1662,Ross Park Wetland,1662:Ross Park Wetland,42.3240851,-87.83166706,barrier,0.287730271
1663,Waukegan Area Wetland,1663:Waukegan Area Wetland,42.37605828,-87.81280131,barrier,6.774864518
1664,Hosah Park Area Wetland,1664:Hosah Park Area Wetland,42.42815019,-87.80671922,barrier,11.16834212
1665,Hosah Park Area Wetland #1,1665:Hosah Park Area Wetland #1,42.4587103,-87.80130112,barrier,1.365890291
1666,North Point Marina Wetland,1666:North Point Marina Wetland,42.48308727,-87.80048113,barrier,0.365256158
1667,North Point Marina Wetland #1,1667:North Point Marina Wetland #1,42.48768173,-87.80411945,barrier,1.550508314
1668,Runaway Bay Area Wetland,1668:Runaway Bay Area Wetland,42.49568073,-87.80454413,barrier,0.351704291
1669,Wayside Park Area Wetland,1669:Wayside Park Area Wetland,44.57413527,-87.45278577,barrier,3.460832422
1670,Ahnapee River Wetland,1670:Ahnapee River Wetland,44.65439838,-87.4699152,riverine,210.1241377
1671,Schulyer Creek Area Wetland,1671:Schulyer Creek Area Wetland,44.71433908,-87.34760992,barrier,9.223222951
1672,Lake Michigan Drive Area Wetland,1672:Lake Michigan Drive Area Wetland,44.74414041,-87.3377527,barrier,93.44334017
1673,Rocky Point Area Wetland,1673:Rocky Point Area Wetland,44.78768161,-87.32274051,barrier,79.27024928
1674,Portage Point Wetland,1674:Portage Point Wetland,44.81845151,-87.28612191,barrier,32.31915055
1675,Lily Bay Area Wetland,1675:Lily Bay Area Wetland,44.86170904,-87.24532751,barrier,328.0839088
1676,Swartz Lake Area Wetland,1676:Swartz Lake Area Wetland,44.88508436,-87.21432482,barrier,24.96464392
1677,Ridges Road Area Wetland,1677:Ridges Road Area Wetland,45.0566039,-87.08975822,lacustrine,5.694891862
1678,Spike Horn Bay Area Wetland,1678:Spike Horn Bay Area Wetland,45.08346318,-87.06315619,lacustrine,11.07874658
1679,Sand Bay Lane Wetland,1679:Sand Bay Lane Wetland,45.21507823,-87.03530283,barrier,7.844178251
1680,Rowleys Bay Area Wetland,1680:Rowleys Bay Area Wetland,45.22257768,-87.03561258,lacustrine,8.037705656
1681,Mink River Wetland,1681:Mink River Wetland,45.24110206,-87.04622504,riverine,158.5398595
1683,South Egg Area Wetland,1683:South Egg Area Wetland,44.98356489,-87.35951136,barrier,18.92705756
1684,Egg Harbor Township Area Wetland,1684:Egg Harbor Township Area Wetland,44.95808639,-87.3735946,barrier,3.83999127
1685,Sturgeon Bay Canal Wetland #2,1685:Sturgeon Bay Canal Wetland #2,44.88741128,-87.42384281,barrier,1.345309391
1686,Cabot Point Wetland,1686:Cabot Point Wetland,44.82533989,-87.34747834,lacustrine,12.1016102
1687,Quarry Point Area Wetland,1687:Quarry Point Area Wetland,44.87743758,-87.43406993,lacustrine,7.663892828
1688,Eliason Road Area Wetland,1688:Eliason Road Area Wetland,44.85875423,-87.47783783,barrier,10.85886191
1689,Rileys Bay Wetland,1689:Rileys Bay Wetland,44.84926456,-87.52004466,barrier,1.628040556
1690,Wood Lane Road Area Wetland,1690:Wood Lane Road Area Wetland,44.8499007,-87.53040527,barrier,1.651417379
1693,Point Comfort Wetland,1693:Point Comfort Wetland,44.61869603,-87.85701929,lacustrine,3.21209774
1695,Whitney Slough Area Wetland,1695:Whitney Slough Area Wetland,44.53197571,-87.93645857,barrier,2.119684739
1696,Peats Lake Wetland #3,1696:Peats Lake Wetland #3,44.57716204,-88.0359116,barrier,13.71933906
1697,Suamico River Area Wetland,1697:Suamico River Area Wetland,44.64250569,-88.01233163,barrier,116.2335188
1698,Little Suamico River Area Wetland,1698:Little Suamico River Area Wetland,44.69942064,-87.9924569,riverine,88.77647551
1699,Oconto City Park Wetland,1699:Oconto City Park Wetland,44.85270911,-87.86216203,barrier,15.62707391
1700,North Bay Shore Recreation Area Wetland,1700:North Bay Shore Recreation Area Wetland,44.96561751,-87.77030442,lacustrine,21.83274409
1701,Peshtigo Point Wetland,1701:Peshtigo Point Wetland,44.9996079,-87.62573644,lacustrine,4.024668806
1702,Little River Wetland,1702:Little River Wetland,45.04385941,-87.62859585,riverine,10.77634193
1703,Seagull Bar Area Wetland,1703:Seagull Bar Area Wetland,45.07799815,-87.58467755,lacustrine,37.99199114
1704,Red Arrow Park Area Wetland,1704:Red Arrow Park Area Wetland,45.09052553,-87.59155262,barrier,4.315541218
1705,J W Wells State Park Area Wetland,1705:J W Wells State Park Area Wetland,45.39194738,-87.36703802,barrier,8.030132283
1706,Deadmans Point Area Wetland,1706:Deadmans Point Area Wetland,45.42440176,-87.33075705,barrier,9.841357524
1707,Deadmans Point Area Wetland #1,1707:Deadmans Point Area Wetland #1,45.44326967,-87.33413858,lacustrine,92.5803536
1708,SPLIT: Seagull Point Area Wetland #1,1708:SPLIT: Seagull Point Area Wetland #1,45.56515024,-87.25408307,barrier,45.48062982
1709,Bark River Area Wetland,1709:Bark River Area Wetland,45.58562641,-87.23662672,barrier,57.31734934
1710,Henderson Lakes Area Wetland,1710:Henderson Lakes Area Wetland,45.61782236,-87.21130471,lacustrine,16.46392067
1716,Wells Area Wetland,1716:Wells Area Wetland,45.78986776,-87.05832162,lacustrine,1.850391837
1717,Saunders Point Area Wetland,1717:Saunders Point Area Wetland,45.84847418,-87.00206373,barrier,0.826215527
1718,Saunders Point Area Wetland #1,1718:Saunders Point Area Wetland #1,45.84997704,-87.00513307,lacustrine,2.977038381
1719,Kipling Area Wetland,1719:Kipling Area Wetland,45.86737479,-87.01286453,lacustrine,4.766143824
1720,Little Bay de Noc Wetland,1720:Little Bay de Noc Wetland,45.87486651,-87.00451863,lacustrine,16.92254529
1725,Garth Point Area Wetland,1725:Garth Point Area Wetland,45.90294773,-86.95729485,riverine,1.449250785
1726,Schaawe Lake Area Wetland #2,1726:Schaawe Lake Area Wetland #2,45.89279072,-86.94737005,lacustrine,0.750862965
1727,Schaawe Lake Area Wetland #1,1727:Schaawe Lake Area Wetland #1,45.89307689,-86.9484867,lacustrine,13.40696184
1728,Schaawe Lake Area Wetland,1728:Schaawe Lake Area Wetland,45.88552463,-86.94714219,barrier,0.217434747
1729,Stonington Area Wetland #1,1729:Stonington Area Wetland #1,45.74693818,-86.97535032,barrier,1.127363163
1730,Stonington Area Wetland,1730:Stonington Area Wetland,45.71995331,-86.98109992,lacustrine,4.525541325
1731,Peninsula Point Area Wetland,1731:Peninsula Point Area Wetland,45.67931828,-86.96107349,barrier,1.500636376
1732,Wisley Bay Area Wetland,1732:Wisley Bay Area Wetland,45.70099285,-86.93738534,lacustrine,29.57486224
1733,Wisley Bay Area Wetland #1,1733:Wisley Bay Area Wetland #1,45.7045775,-86.93819633,barrier,0.954040108
1734,Wisley Bay Point Wetland,1734:Wisley Bay Point Wetland,45.69647356,-86.92016882,lacustrine,0.961051772
1735,Wisley Bay Point Area Wetland,1735:Wisley Bay Point Area Wetland,45.70075532,-86.91194217,barrier,1.305294687
1736,Chippewa Point Area Wetland,1736:Chippewa Point Area Wetland,45.7099029,-86.87235722,barrier,4.656444473
1739,Martin Bay Area Wetland,1739:Martin Bay Area Wetland,45.78650122,-86.80388293,lacustrine,77.0570385
1741,St. Vital Island Wetland,1741:St. Vital Island Wetland,45.79950422,-86.75917413,lacustrine,6.205620232
1743,St. Vital Point Area Wetland #1,1743:St. Vital Point Area Wetland #1,45.80015882,-86.7811379,lacustrine,6.18869359
1745,Ogontz Bay Area Wetland,1745:Ogontz Bay Area Wetland,45.81130277,-86.77440305,lacustrine,4.495637864
